,manufacturer,car_name,year,no_of_owners,kms_driven,city,transmission,mileage,fuel_type,mode_of_sale,seats,engine,max_power,price,links
102,Hyundai,Xcent,2016,First,"38,243",kolkata,Manual,19.1,Petrol,Dealer,5,1197,82,3.69,https://www.cardekho.com/used-car-details/used-Hyundai-Xcent-2014-2016-1.2-Kappa-SX-cars-Kolkata_298C94AC06EE49A143F47E961B2814FE.htm
103,Hyundai,Santro,2011,First,"37,459",kolkata,Manual,0.0,Petrol,Dealer,5,1086,62,1.47,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-GL-cars-Kolkata_9A1D820F623BFE03E3E1EE82A880B622.htm
104,Hyundai,Verna,2017,First,"18,000",kolkata,Manual,17.43,Petrol,Dealer,5,1396,105.5,6.35,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2015-2016-1.4-VTVT-cars-Kolkata_A07CEE14E0F177C928FB6515F39A4019.htm
105,Honda,City,2015,First,"38,000",kolkata,Manual,17.8,Petrol,Dealer,5,1497,117.3,5.55,https://www.cardekho.com/used-car-details/used-Honda-City-2015-2017-i-VTEC-V-cars-Kolkata_4DAA840467C4370EC26AEF3E4E3FA2EA.htm
106,Maruti,Baleno,2019,First,"8,000",kolkata,Manual,21.4,Petrol,Dealer,5,1197,83.1,6.9,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Alpha-cars-Kolkata_B82951102CE66BAEADE9F48FD6C7EF54.htm
107,Volkswagen,Polo,2013,First,"41,251",kolkata,Manual,16.47,Petrol,Dealer,5,1198,73.9,2.99,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-2009-2013-Petrol-Highline-1.2L-cars-Kolkata_B9462CA16BF7CB922A968AEBCABCD2CA.htm
108,Jeep,Compass,2018,First,"59,001",kolkata,Manual,17.1,Diesel,Dealer,5,1956,170,13.99,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2017-2021-2.0-Limited-cars-Kolkata_0FC20CBA712F4D098B9F95992DA8C64A.htm
109,Hyundai,Creta,2017,First,"55,000",kolkata,Manual,22.1,Diesel,Dealer,5,1396,88.7,7.75,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.4-E-Plus-cars-Kolkata_687A9CA3839BC011E169A7B76A9BFAF0.htm
110,Hyundai,i20,2017,First,"49,800",kolkata,Manual,17.19,Petrol,Dealer,5,1197,81.86,5.65,https://www.cardekho.com/used-car-details/used-Hyundai-i20-Active-1.2-SX-cars-Kolkata_AB6773B6E38095484BA0273777894742.htm
111,Mahindra,Thar,2018,First,"16,000",kolkata,Manual,16.55,Diesel,Dealer,6,2498,105,8.18,https://www.cardekho.com/used-car-details/used-Mahindra-Thar-2015-2019-CRDe-cars-Kolkata_B010D56E150001A78483DA7D7306BC35.htm
112,Maruti,Baleno,2018,First,"18,000",kolkata,Manual,21.4,Petrol,Dealer,5,1197,83.1,5.89,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Zeta-cars-Kolkata_396C663220A8F162950ECD153052DDDE.htm
113,Honda,BR-V,2017,First,"22,022",kolkata,Manual,21.9,Diesel,Dealer,7,1498,98.6,7.75,https://www.cardekho.com/used-car-details/used-Honda-BR-V-i-DTEC-S-MT-cars-Kolkata_3776AFBE63BA0D6C7B83F117EF44B5A7.htm
114,Maruti,Swift,2012,First,"51,321",kolkata,Manual,23.4,Diesel,Dealer,5,1248,74,3.6,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-2011-2014-ZDI-cars-Kolkata_F904475D5B2E48AD0D1D0A7249B9740A.htm
115,Hyundai,Grand,2017,First,"31,000",kolkata,Manual,18.9,Petrol,Dealer,5,1197,81.86,4.15,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-1.2-Kappa-Sportz-BSIV-cars-Kolkata_5639374B8BAAD9A8BD826BF6FAC501FF.htm
116,Hyundai,Creta,2016,First,"48,000",kolkata,Manual,20.5,Diesel,Dealer,5,1582,126.2,8.49,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-2015-2020-1.6-SX-Option-Diesel-cars-Kolkata_8D9380A8E0A069F936FDA56E6059C11B.htm
117,Hyundai,Verna,2013,First,"54,000",kolkata,Manual,22.32,Diesel,Dealer,5,1582,126.32,4.35,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-cars-Kolkata_88D2A6B6EAD1524D58BDD0D88CFAEE48.htm
118,Tata,Harrier,2019,First,"12,750",mumbai,Manual,17.0,Diesel,Dealer,5,1956,138.1,17.5,https://www.cardekho.com/used-car-details/used-Tata-Harrier-XZ-BSIV-cars-Mumbai_E1C4E2A3BB7E8DE7EFDB78AC1C652DEC.htm
119,Hyundai,i20,2016,First,"40,000",mumbai,Manual,21.19,Diesel,Dealer,5,1396,88.73,7.2,https://www.cardekho.com/used-car-details/used-Hyundai-i20-Active-1.4-SX-Dual-Tone-cars-Navi-Mumbai_646371E778384253FDD28ABC8DC165CD.htm
120,Volkswagen,Vento,2015,First,"67,196",mumbai,Automatic,21.21,Diesel,Dealer,5,1498,103.2,6.15,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-2013-2015-1.5-TDI-Comfortline-AT-cars-Mumbai_6D0E30D7A6B11E3557CF2E06C3ED49C0.htm
121,Jeep,Compass,2019,First,"27,500",mumbai,Manual,17.1,Diesel,Dealer,5,1956,170,16.51,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2017-2021-2.0-Sport-cars-Mumbai_EB88A0BD163F6178E472B2F1DA06A351.htm
122,Mercedes-Benz,GLS,2019,First,"24,501",mumbai,Automatic,11.0,Diesel,Dealer,7,2987,258,79,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-GLS-2016-2020-350d-4MATIC-cars-Mumbai_601DC1811D3231B7769683AA4C66774C.htm
123,Ford,Ecosport,2015,First,"29,506",mumbai,Automatic,14.7,Petrol,Dealer,5,1496,120.69,6.85,https://www.cardekho.com/used-car-details/used-Ford-Ecosport-2015-2021-1.5-Petrol-Titanium-AT-cars-Mumbai_2BB59EC84A05F846B6519F8F9AAA7710.htm
124,Honda,City,2015,First,"40,893",mumbai,Automatic,18.0,Petrol,Trustmark Dealer,5,1497,117.3,7.85,https://www.cardekho.com/used-car-details/used-Honda-City-2014-2015-i-VTEC-CVT-VX-cars-Thane_0810A220B6E28590F9CDB13B23D607BF.htm
125,Honda,City,2016,First,"56,436",mumbai,Automatic,18.0,Petrol,Trustmark Dealer,5,1497,117.3,8.25,https://www.cardekho.com/used-car-details/used-Honda-City-2015-2017-i-VTEC-CVT-VX-cars-Thane_18A423ED4DDBBAE02D00A844FDE35467.htm
126,Mahindra,XUV300,2019,First,"9,566",mumbai,Manual,20.0,Diesel,Dealer,5,1497,115,11.6,https://www.cardekho.com/used-car-details/used-Mahindra-XUV300-W8-Option-Diesel-BSIV-cars-Mumbai_D8B4F09F2DE094533F3AD79530EE068D.htm
127,Mahindra,XUV300,2019,First,"9,560",mumbai,Manual,20.0,Diesel,Dealer,5,1497,115,11.75,https://www.cardekho.com/used-car-details/used-Mahindra-XUV300-W8-Option-Diesel-BSIV-cars-Mumbai_E167F91639994A08271A6ECA525EF737.htm
128,Volkswagen,Polo,2019,First,"9,000",mumbai,Manual,17.74,Petrol,Dealer,5,999,75.10,6.25,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.0-MPI-Comfortline-cars-Mumbai_2B071F692A500BC8B86A18DA4959134A.htm
129,Audi,A3,2015,First,"46,000",mumbai,Automatic,20.38,Diesel,Dealer,5,1968,143,14.5,https://www.cardekho.com/used-car-details/used-Audi-A3-2014-2017-35-TDI-Premium-Plus-cars-Mumbai_527264E84243BF29D9C820C1BDD5A45C.htm
130,Maruti,Wagon,2017,First,"33,470",mumbai,Manual,20.51,Petrol,Trustmark Dealer,5,998,67.04,4.45,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-VXI-BS-IV-cars-Thane_20D560A32C65D08CAF15E266A1FA9635.htm
131,Skoda,Octavia,2018,First,"31,000",mumbai,Automatic,19.5,Diesel,Dealer,5,1968,141,21.9,https://www.cardekho.com/used-car-details/used-Skoda-Octavia-2.0-TDI-AT-L-K-cars-Mumbai_DE45CF124079DD4B550455C67A13FD28.htm
132,Honda,WR-V,2018,First,"18,823",mumbai,Manual,17.5,Petrol,Trustmark Dealer,5,1199,88.7,8.4,https://www.cardekho.com/used-car-details/used-Honda-WRV-2017-2020-i-VTEC-VX-cars-Thane_2A1FAFFF758259CAF1C0058BDACBE149.htm
133,Mercedes-Benz,GLA,2018,First,"15,000",mumbai,Automatic,13.7,Petrol,Dealer,5,1991,183,25.75,https://www.cardekho.com/used-car-details/used-Mercedes-Benz-GLA-Class-200-Sport-cars-Mumbai_58B20EF64CCEB641171C1FDABC93505E.htm
134,Jeep,Compass,2018,First,"21,000",mumbai,Automatic,16.0,Petrol,Dealer,5,1368,160,16.25,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2017-2021-1.4-Limited-Option-cars-Mumbai_A32DFA4AA2E085CD53433C28C48DA7C3.htm
135,Honda,City,2016,First,"50,019",mumbai,Manual,17.8,Petrol,Trustmark Dealer,5,1497,117.3,6.59,https://www.cardekho.com/used-car-details/used-Honda-City-2015-2017-i-VTEC-SV-cars-Thane_945A0B38213CE59EBB45E51C53C067FB.htm
136,Toyota,Camry,2010,First,"57,000",mumbai,Automatic,12.1,Petrol,Dealer,5,2362,164.7,5.35,https://www.cardekho.com/used-car-details/used-Toyota-Camry-2002-2011-W4-(AT)-cars-Mumbai_C220BD89B2BEE1E46AF2F3F82766448E.htm
137,BMW,7,2014,First,"44,000",mumbai,Automatic,16.46,Diesel,Dealer,5,2993,258,30.75,https://www.cardekho.com/used-car-details/used-BMW-7-Series-2012-2015-730Ld-cars-Mumbai_FD6A9308C74C6DDC1AC22F03C0001C6F.htm
138,Skoda,Octavia,2018,First,"66,850",pune,Automatic,19.5,Diesel,Dealer,5,1968,141,20.75,https://www.cardekho.com/used-car-details/used-Skoda-Octavia-2.0-TDI-AT-L-K-cars-Pune_FFF6DF17497DCE67F729B6055AA16C1E.htm
139,Tata,Manza,2012,First,"1,21,000",pune,Manual,21.12,Diesel,Dealer,5,1248,88.8,3,https://www.cardekho.com/used-car-details/used-Tata-Manza-Aura-(ABS)-Quadrajet-BS-IV-cars-Pune_7D9558AB4D98E7909E5DC1EAC31D2B40.htm
140,Maruti,Baleno,2016,First,"24,220",pune,Manual,21.4,Petrol,Dealer,5,1197,83.1,6.1,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Pune_D04221CF98E682E06314B1FC358FECD2.htm
141,Audi,Q5,2013,Second,"1,23,000",pune,Automatic,14.16,Diesel,Dealer,5,1968,174.3,13.5,https://www.cardekho.com/used-car-details/used-Audi-Q5-2012-2017-2.0-TDI-Premium-Plus-cars-Pune_A04377D2C81CF0A87A9FA59561F8773F.htm
142,Hyundai,i20,2012,First,"51,270",pune,Manual,17.0,Petrol,Dealer,5,1197,80,4.15,https://www.cardekho.com/used-car-details/used-Hyundai-i20-2010-2012-1.2-Sportz-cars-Pune_AB19BE3DE3A436F67428344E4E49008A.htm
143,Hyundai,Verna,2013,Second,"70,000",pune,Automatic,22.32,Diesel,Individual,5,1582,126.32,5.5,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-CRDI-(O)-AT-cars-Pune_DC0392E26CDD4F133E666E34591C9F0D.htm
144,Maruti,Wagon,2016,First,"5,000",pune,Automatic,20.51,Petrol,Dealer,5,998,67.04,4.25,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Stingray-AMT-VXI-cars-Pune_BCFA5FE3383B5E2D26F80775D6B3B0E1.htm
145,Hyundai,Santro,2018,First,"11,000",pune,Manual,20.3,Petrol,Dealer,5,1086,68.07,5.5,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Asta-cars-Pune_DDE13DEF6F0D241D0F1E3689D86A1206.htm
146,Hyundai,i20,2020,First,"25,000",pune,Manual,18.6,Petrol,Dealer,5,1197,81.83,7.9,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.2-Asta-cars-Pune_DCDAC068008C3EC0ECCAA93BD4C73DE9.htm
147,BMW,3,2017,First,"51,000",pune,Automatic,21.76,Diesel,Dealer,5,1995,188,30,https://www.cardekho.com/used-car-details/used-BMW-3-Series-GT-Luxury-Line-cars-Pune_F53018B10A6AC21B6CC7DCE6BBDC7AFF.htm
148,Maruti,Baleno,2017,First,"29,567",pune,Automatic,21.4,Petrol,Dealer,5,1197,83.1,6.65,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-CVT-Delta-cars-Pune_68454BBEEAD414B409F5A845E56AFA4E.htm
149,Hyundai,Verna,2013,First,"55,000",pune,Manual,17.01,Petrol,Dealer,5,1591,121.3,3.95,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2011-2014-1.6-EX-VTVT-cars-Pune_5A2358CE5C6BC6D0B6B7503716E392AF.htm
150,Maruti,Swift,2017,First,"17,663",pune,Manual,28.4,Diesel,Dealer,5,1248,74.02,7.61,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-VDI-cars-Pune_283D1507F17DE721EC05F5CE894ED619.htm
151,Maruti,Celerio,2020,First,"1,000",pune,Manual,21.63,Petrol,Dealer,5,998,67.04,5.8,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-ZXI-Optional-cars-Pune_785ECB6CFB1DEB2ED338BD6CFE07E5F6.htm
152,Hyundai,i20,2019,First,"11,200",pune,Manual,22.54,Diesel,Dealer,5,1396,88.73,8.5,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.4-Asta-cars-Pune_CB20ABB6D5BD5F249CD64308BAFEE63F.htm
153,Maruti,Baleno,2016,First,"21,000",pune,Manual,21.4,Petrol,Dealer,5,1197,83.1,5.85,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-1.2-Delta-cars-Pune_BA48C6FAAE6F75C0473B7E7722F11E67.htm
154,Mahindra,Scorpio,2006,First,"1,23,456",pune,Manual,10.5,Diesel,Dealer,8,2179,120,2.35,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-2002-2013-2.6-CRDe-cars-Pune_CC33DF36EB5CFCD9333BE738578ED101.htm
155,BMW,5,2017,First,"51,000",pune,Automatic,18.12,Diesel,Dealer,5,1995,190,33,https://www.cardekho.com/used-car-details/used-BMW-5-Series-2013-2017-520d-M-Sport-cars-Pune_1BFFA61A6A7227BEBBB95611E82B3E26.htm
156,BMW,5,2016,First,"36,000",pune,Automatic,18.12,Diesel,Dealer,5,1995,190,29,https://www.cardekho.com/used-car-details/used-BMW-5-Series-2013-2017-520d-Luxury-Line-cars-Pune_349EDA37463B5F3DA6BB244C18C1B4EB.htm
157,Ford,Figo,2015,First,"52,000",visakhapatnam,Manual,24.29,Diesel,Dealer,5,1498,99,4.9,https://www.cardekho.com/used-car-details/used-Ford-Figo-Aspire-1.5-TDCi-Sports-Edition-cars-Visakhapatnam_136BBF3A60A79E3682F9BAA251DF6C36.htm
158,Hyundai,i20,2015,First,"93,000",visakhapatnam,Manual,21.19,Diesel,Dealer,5,1396,88.76,5.7,https://www.cardekho.com/used-car-details/used-Hyundai-i20-Active-SX-Diesel-cars-Visakhapatnam_F609F80767D21C8C26A201AF4A19B7A1.htm
159,Renault,KWID,2018,First,"15,000",visakhapatnam,Automatic,24.04,Petrol,Dealer,5,999,67,4.25,https://www.cardekho.com/used-car-details/used-Renault-KWID-2015-2019-CAPTAIN-AMERICA-1.0-AMT-cars-Visakhapatnam_63B487F2660B355D19BC0C3E5B6E6188.htm
160,Maruti,Swift,2016,First,"1,00,000",visakhapatnam,Manual,25.2,Diesel,Dealer,5,1248,74,5.75,https://www.cardekho.com/used-car-details/used-Maruti-Swift-VDI-Glory-Limited-Edition-cars-Visakhapatnam_6335ADB54A6296061E2B77D3A43D1BAD.htm
161,Hyundai,Grand,2017,First,"52,000",visakhapatnam,Manual,24.0,Diesel,Dealer,5,1186,73.97,5.75,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-1.2-CRDi-Asta-cars-Visakhapatnam_A4E0C3A27ADAAEED3F3D3B2589ED0525.htm
162,Renault,KWID,2016,First,"32,000",visakhapatnam,Automatic,24.04,Petrol,Dealer,5,999,67,3.75,https://www.cardekho.com/used-car-details/used-Renault-KWID-2015-2019-CAPTAIN-AMERICA-1.0-AMT-cars-Visakhapatnam_E3BB9D8C4D8DCDD34B3B3BFE986EFA4C.htm
163,Honda,Brio,2016,First,"42,000",visakhapatnam,Manual,19.4,Petrol,Dealer,5,1198,86.8,4.2,https://www.cardekho.com/used-car-details/used-Honda-Brio-2013-2016-S-MT-cars-Visakhapatnam_1C927B90C1EEA7C44DA11C7EDB9AFD12.htm
164,Nissan,Evalia,2013,First,"1,03,000",visakhapatnam,Manual,19.3,Diesel,Dealer,7,1461,84.8,4.8,https://www.cardekho.com/used-car-details/used-Nissan-Evalia-XL-cars-Visakhapatnam_1E99341A18EE090F76421DE87C44FA4F.htm
165,Hyundai,Verna,2011,First,"82,000",visakhapatnam,Manual,17.01,Petrol,Dealer,5,1591,121.3,4.25,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-2011-2014-1.6-SX-VTVT-cars-Visakhapatnam_A766340DDEF893A3F29BB7F391484D40.htm
166,Maruti,Ertiga,2014,First,"1,37,000",visakhapatnam,Manual,20.77,Diesel,Dealer,7,1248,88.76,6.6,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-2012-2015-VDI-cars-Visakhapatnam_B154516101F4B41F27949F91B7011B0E.htm
167,Maruti,A-Star,2008,Second,"85,000",visakhapatnam,Manual,19.0,Petrol,Dealer,5,998,66.1,1.7,https://www.cardekho.com/used-car-details/used-Maruti-A-Star-Vxi-cars-Visakhapatnam_C62E5DAC999399FD70B1973CC862BBDD.htm
168,Ford,Classic,2013,Second,"1,00,000",visakhapatnam,Manual,19.68,Diesel,Individual,5,1399,67,3,https://www.cardekho.com/used-car-details/used-Ford-Classic-1.4-Duratorq-CLXI-cars-Visakhapatnam_A3D70694578A6CAD003E576C40CBBD4F.htm
169,Maruti,Ritz,2013,Second,"1,03,000",visakhapatnam,Manual,23.2,Diesel,Dealer,5,1248,73.94,3.95,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-ZDi-cars-Visakhapatnam_9B60A1D90EB638AEEC0088D7556D2BA4.htm
170,Maruti,Celerio,2018,First,"20,000",visakhapatnam,Automatic,21.63,Petrol,Dealer,5,998,67.04,4.9,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-ZXI-AMT-cars-Visakhapatnam_66580A12E77A0FB577E9FDAEE31FB925.htm
171,Maruti,Wagon,2009,Second,"65,000",visakhapatnam,Manual,21.79,Petrol,Dealer,5,998,67.05,1.95,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-LXI-cars-Visakhapatnam_6D5358CBF9673F8171718680448C2944.htm
172,Hyundai,i20,2017,First,"64,000",visakhapatnam,Manual,22.54,Diesel,Dealer,5,1396,88.73,7.2,https://www.cardekho.com/used-car-details/used-Hyundai-Elite-i20-2017-2020-1.4-Asta-cars-Visakhapatnam_F8D8FD6C24103FBAB19B665823B88B16.htm
173,Honda,WR-V,2017,First,"30,000",visakhapatnam,Manual,25.5,Diesel,Dealer,5,1498,98.6,9,https://www.cardekho.com/used-car-details/used-Honda-WRV-2017-2020-i-DTEC-VX-cars-Visakhapatnam_BF702EADFE45BF3788A11B9715E1CAC4.htm
174,Honda,Amaze,2016,First,"60,000",visakhapatnam,Manual,25.8,Diesel,Dealer,5,1498,98.6,4.9,https://www.cardekho.com/used-car-details/used-Honda-Amaze-S-i-DTEC-cars-Visakhapatnam_60C7F4CC623C6C912E3AD61061B690F7.htm
175,Maruti,Swift,2017,First,"74,000",visakhapatnam,Automatic,28.4,Diesel,Dealer,5,1248,74.02,7.3,https://www.cardekho.com/used-car-details/used-Maruti-Dzire-2017-2020-AMT-VDI-cars-Visakhapatnam_65FC911F56946B86949E98F637347724.htm
176,Renault,Lodgy,2015,First,"1,10,000",visakhapatnam,Manual,19.98,Diesel,Dealer,7,1461,108.5,6.9,https://www.cardekho.com/used-car-details/used-Renault-Lodgy-Stepway-110PS-RXZ-7S-cars-Visakhapatnam_695F88981E8A0215618C2371BFA2CD03.htm
177,Hyundai,Santro,2021,First,"5,000",vijayawada,Automatic,20.3,Petrol,Individual,5,1086,68.07,5.5,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Sportz-AMT-cars-Vijayawada_1493F4A2A0AA5A37269E52B47F50B933.htm
178,Hyundai,Grand,2020,First,"15,000",vijayawada,Automatic,20.7,Petrol,Individual,5,1197,81.86,6.5,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-i10-Nios-AMT-Sportz-cars-Vijayawada_DF48DBE312D947A792D58428A431CD79.htm
179,Maruti,Ritz,2013,Second,"1,31,400",vijayawada,Manual,23.2,Diesel,Individual,5,1248,73.94,2.85,https://www.cardekho.com/used-car-details/used-Maruti-Ritz-VDI-(ABS)-BS-IV-cars-Vijayawada_39C01D2BCCD7BA428C78EB8BBE093C17.htm
180,Tata,Indigo,2014,Second,"95,000",vijayawada,Manual,19.09,Diesel,Individual,5,1405,69.01,2.2,https://www.cardekho.com/used-car-details/used-Tata-Indigo-CS-LX-(TDI)-BS-III-cars-Vijayawada_7B0A21E864677BE892FFA3FB93B0C6F5.htm
181,Tata,Bolt,2016,Second,"1,20,000",vijayawada,Manual,22.95,Diesel,Individual,5,1248,74,2.9,https://www.cardekho.com/used-car-details/used-Tata-Bolt-Quadrajet-XE-cars-Vijayawada_4B1D08C1DC556E2E07F66ACE6E81B704.htm
182,Maruti,Zen,1998,Third,"90,000",vijayawada,Manual,17.3,Petrol,Individual,5,993,60,"80,000",https://www.cardekho.com/used-car-details/used-Maruti-Zen-LX-cars-Vijayawada_B33BB95A0602D1602CAC8916516BD4A7.htm
183,Maruti,SX4,2017,First,"70,000",vijayawada,Manual,25.1,Diesel,Individual,5,1248,88.5,7.4,https://www.cardekho.com/used-car-details/used-Maruti-S-Cross-2017-2020-Sigma-DDiS-200-SH-cars-Vijayawada_5C33E10D9038ECDB44FD8FDBD77AA5C5.htm
184,Ford,Ikon,2010,First,"1,65,000",vijayawada,Manual,13.8,Diesel,Individual,5,1399,68,1.75,https://www.cardekho.com/used-car-details/used-Ford-Ikon-1.4-TDCi-DuraTorq-cars-Vijayawada_9247A7110C49C048EDFD9BD0B647C6F5.htm
185,Maruti,Alto,2011,Second,"70,000",vijayawada,Manual,26.83 ,CNG,Individual,5,796,38.4,2.2,https://www.cardekho.com/used-car-details/used-Maruti-Alto-Green-LXi-(CNG)-cars-Vijayawada_65AFD5B5CAA8208B5F2AC0A6BA6E3C85.htm
186,Mahindra,Ssangyong,2013,Second,"1,11,000",vijayawada,Automatic,11.18,Diesel,Individual,7,2696,184,13.5,https://www.cardekho.com/used-car-details/used-Mahindra-Ssangyong-Rexton-RX7-cars-Vijayawada_DE814B0E81BE559513B07E2073504E1C.htm
